size,density,graph_type,mst_algo,runtime
30,100,matrix,kruskals,0.049842292
30,100,matrix,kruskals,0.049726000004739035
30,100,matrix,kruskals,0.050687666996964253
30,100,matrix,kruskals,0.050188125
30,100,matrix,kruskals,0.049517874998855405
30,100,matrix,kruskals,0.049976375
30,100,matrix,kruskals,0.050306666
30,100,matrix,kruskals,0.050635874998988584
30,100,matrix,kruskals,0.049704834003932774
30,100,matrix,kruskals,0.049797290994320065
30,100,list,prims,0.00485625
30,100,list,prims,0.006446959
30,100,list,prims,0.004510583
30,100,list,prims,0.0044345
30,100,list,prims,0.004398959
30,100,list,prims,0.004554208
30,100,list,prims,0.004384916
30,100,list,prims,0.004410875
30,100,list,prims,0.004542916
30,100,list,prims,0.004428
30,100,list,kruskals,0.009801708
30,100,list,kruskals,0.009845666
30,100,list,kruskals,0.009614875
30,100,list,kruskals,0.009824792
30,100,list,kruskals,0.009750792
30,100,list,kruskals,0.011011834001692478
30,100,list,kruskals,0.010274915999616496
30,100,list,kruskals,0.010726250002335291
30,100,list,kruskals,0.011644457998045254
30,100,list,kruskals,0.010772500005259644
50,0,matrix,prims,0.32051179200061597
50,0,matrix,prims,0.32359837499825517
50,0,matrix,prims,0.3223854579991894
50,0,matrix,prims,0.32575270899542375
50,0,matrix,prims,0.3533741670034942
50,0,matrix,prims,0.3265598340003635
50,0,matrix,prims,0.3257051669934299
50,0,matrix,prims,0.3330895829931251
50,0,matrix,prims,0.3218433330039261
50,0,matrix,prims,0.32666491699637845
50,0,matrix,kruskals,0.33875137499853736
50,0,matrix,kruskals,0.33774795900535537
50,0,matrix,kruskals,0.3325629589962773
50,0,matrix,kruskals,0.33539500000188127
50,0,matrix,kruskals,0.3366747500040219
50,0,matrix,kruskals,0.3319040829956066
50,0,matrix,kruskals,0.33366991599905305
50,0,matrix,kruskals,0.3344297919975361
50,0,matrix,kruskals,0.3394090829970082
50,0,matrix,kruskals,0.3322312079981202
50,0,list,prims,0.015660457997000776
50,0,list,prims,0.00889725
50,0,list,prims,0.008879208
50,0,list,prims,0.008667167
50,0,list,prims,0.009328583
50,0,list,prims,0.008866667
50,0,list,prims,0.008798417
50,0,list,prims,0.008801709
50,0,list,prims,0.008785625
50,0,list,prims,0.008705292
50,0,list,kruskals,0.015140125004108995
50,0,list,kruskals,0.014468207999016158
50,0,list,kruskals,0.014642833004472777
50,0,list,kruskals,0.014793417001783382
50,0,list,kruskals,0.014570791994628962
50,0,list,kruskals,0.014570625004125759
50,0,list,kruskals,0.028197082996484824
50,0,list,kruskals,0.0145605
50,0,list,kruskals,0.014544792000378948
50,0,list,kruskals,0.015215125000395346
50,25,matrix,prims,0.3243017500062706
50,25,matrix,prims,0.33638408300612355
50,25,matrix,prims,0.329248167
50,25,matrix,prims,0.3309681669998099
50,25,matrix,prims,0.3297678340022685
50,25,matrix,prims,0.3244917910051299
50,25,matrix,prims,0.3236919589980971
50,25,matrix,prims,0.32508504100405844
50,25,matrix,prims,0.32411587499518646
50,25,matrix,prims,0.3311721670033876
50,25,matrix,kruskals,0.34242670799721964
50,25,matrix,kruskals,0.3432127920023049
50,25,matrix,kruskals,0.33862712499831105
50,25,matrix,kruskals,0.362106541
